ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,title,lat_11_Localizacion_del_,long_11_Localizacion_del_,accuracy_11_Localizacion_del_,UTM_Northing_11_Localizacion_del_,UTM_Easting_11_Localizacion_del_,UTM_Zone_11_Localizacion_del_,12_Se_pudo_reconocer,13_Especie,14_Edad_meses,15_Altura_cm,16_Foto_del_plantado,17_Observacion,18_Presencia_de_tuto,19_Estado_fitosanita,20_Observaciones__Fi,21_Estado_General_de,22_Observaciones__Ta,23_Origen,24_Tipo_de_intervenc,25_Posee_cao_de_rieg,26_Plantado_en_suelo,27_Otras_observacion
e14d7517-4e5c-491a-84f9-150871cb540b,79b913e2-2521-4536-9afe-d02bc77b7e5c,2025-07-25T13:52:30.000Z,2025-07-25T14:53:59.000Z,79b913e2-2521-4536-9afe-d02bc77b7e5c,-31.744641,-60.494505,2,6485136,737344,20J,,Azota Caballos,36,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=79b913e2-2521-4536-9afe-d02bc77b7e5c_1753451513.jpg,Dudosa especie,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,21e94651-37d4-4872-9e23-f08ccac33212,2025-07-25T13:42:30.000Z,2025-07-25T14:53:58.000Z,21e94651-37d4-4872-9e23-f08ccac33212,-31.744703,-60.494508,2,6485130,737344,20J,,Azota Caballos,12,50,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=21e94651-37d4-4872-9e23-f08ccac33212_1753450946.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,58f88c39-cd30-4a7d-aa0e-c311bcf4377e,2025-07-25T13:41:05.000Z,2025-07-25T14:53:56.000Z,58f88c39-cd30-4a7d-aa0e-c311bcf4377e,-31.744746,-60.494507,2,6485125,737344,20J,,Cebillo,24,100,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=58f88c39-cd30-4a7d-aa0e-c311bcf4377e_1753450812.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,0d004a3e-2ad3-482e-8144-003f3d49c8bd,2025-07-25T13:38:31.000Z,2025-07-25T14:53:55.000Z,0d004a3e-2ad3-482e-8144-003f3d49c8bd,-31.744759,-60.494519,2,6485123,737343,20J,,Sen del Campo,24,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=0d004a3e-2ad3-482e-8144-003f3d49c8bd_1753450638.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,14da6b96-fbb7-4b0c-ae5f-0769e4aea7eb,2025-07-25T13:35:21.000Z,2025-07-25T14:53:53.000Z,14da6b96-fbb7-4b0c-ae5f-0769e4aea7eb,-31.744794,-60.49451,2,6485119,737344,20J,,Palo Borracho,24,100,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=14da6b96-fbb7-4b0c-ae5f-0769e4aea7eb_1753450467.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,d42dd0b5-1f4c-452b-a63d-5496450f143b,2025-07-25T13:32:32.000Z,2025-07-25T14:53:51.000Z,d42dd0b5-1f4c-452b-a63d-5496450f143b,-31.744794,-60.494526,2,6485120,737342,20J,,Algarrobos,36,50,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=d42dd0b5-1f4c-452b-a63d-5496450f143b_1753450349.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,7ae062bb-8880-45ec-bc67-7570515cc76f,2025-07-25T13:30:27.000Z,2025-07-25T14:53:50.000Z,7ae062bb-8880-45ec-bc67-7570515cc76f,-31.744895,-60.494497,3,6485108,737345,20J,,Cebil Colorado,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=7ae062bb-8880-45ec-bc67-7570515cc76f_1753450221.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,7399cead-feae-4d04-899f-e359a79738d4,2025-07-25T13:28:06.000Z,2025-07-25T14:53:48.000Z,7399cead-feae-4d04-899f-e359a79738d4,-31.744836,-60.49453,2,6485115,737342,20J,,Cebil Colorado,24,150,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=7399cead-feae-4d04-899f-e359a79738d4_1753450077.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,12ccf721-5297-4f69-9900-599d1bf9e1ed,2025-07-25T13:26:17.000Z,2025-07-25T14:53:47.000Z,12ccf721-5297-4f69-9900-599d1bf9e1ed,-31.744859,-60.494537,2,6485112,737341,20J,,Timbó,24,75,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=12ccf721-5297-4f69-9900-599d1bf9e1ed_1753449969.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,bf37e948-3d85-49d5-b66d-a9dac3098984,2025-07-25T13:23:25.000Z,2025-07-25T14:53:45.000Z,bf37e948-3d85-49d5-b66d-a9dac3098984,-31.74491,-60.494561,2,6485107,737338,20J,,Timbó,12,50,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=bf37e948-3d85-49d5-b66d-a9dac3098984_1753449794.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,5cf76b7f-fef0-4a56-9207-ae17f2cead34,2025-07-25T13:22:03.000Z,2025-07-25T14:53:44.000Z,5cf76b7f-fef0-4a56-9207-ae17f2cead34,-31.744936,-60.494535,2,6485104,737341,20J,,Aguaribay,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=5cf76b7f-fef0-4a56-9207-ae17f2cead34_1753449710.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,dac4e82a-d370-4acf-9a78-8b0f26dae885,2025-07-25T13:20:18.000Z,2025-07-25T14:53:42.000Z,dac4e82a-d370-4acf-9a78-8b0f26dae885,-31.744953,-60.49455,2,6485102,737339,20J,,Timbó,36,170,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=dac4e82a-d370-4acf-9a78-8b0f26dae885_1753449599.jpg,No sabemos si es un timbo,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,c5cd91ca-6331-4d01-82ad-e51a7a0433fd,2025-07-25T13:18:13.000Z,2025-07-25T14:53:40.000Z,c5cd91ca-6331-4d01-82ad-e51a7a0433fd,-31.744961,-60.49457,2,6485101,737337,20J,,Cebillo,24,100,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=c5cd91ca-6331-4d01-82ad-e51a7a0433fd_1753449486.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,cab491ec-b71b-408d-ad26-821a2c336d7a,2025-07-25T13:16:35.000Z,2025-07-25T14:53:39.000Z,cab491ec-b71b-408d-ad26-821a2c336d7a,-31.745003,-60.494541,2,6485096,737340,20J,,Timbó,24,120,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=cab491ec-b71b-408d-ad26-821a2c336d7a_1753449389.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,ef969663-486b-4e25-98bf-5957b65928b9,2025-07-25T13:15:16.000Z,2025-07-25T14:53:37.000Z,ef969663-486b-4e25-98bf-5957b65928b9,-31.745004,-60.494579,2,6485096,737337,20J,,Cebil Colorado,36,250,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=ef969663-486b-4e25-98bf-5957b65928b9_1753449294.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,9b338e8b-0d6a-454b-8fee-3aa005766171,2025-07-25T13:13:37.000Z,2025-07-25T14:53:35.000Z,9b338e8b-0d6a-454b-8fee-3aa005766171,,,,,,,,Palo Borracho,24,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=9b338e8b-0d6a-454b-8fee-3aa005766171_1753449200.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,8412557a-a453-453e-bc9b-9cc2fe2f6dea,2025-07-25T13:07:26.000Z,2025-07-25T14:53:34.000Z,8412557a-a453-453e-bc9b-9cc2fe2f6dea,-31.745077,-60.494584,2,6485088,737336,20J,,Palo Borracho,12,50,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=8412557a-a453-453e-bc9b-9cc2fe2f6dea_1753448836.jpg,Quebrado,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,66f1e955-afb1-4872-9e59-adaf981a7178,2025-07-25T13:05:25.000Z,2025-07-25T14:53:32.000Z,66f1e955-afb1-4872-9e59-adaf981a7178,-31.745114,-60.494582,2,6485084,737336,20J,,Aguaribay,36,200,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=66f1e955-afb1-4872-9e59-adaf981a7178_1753448720.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
e14d7517-4e5c-491a-84f9-150871cb540b,096d0d68-d3b0-41b9-abda-374359117e4c,2025-07-25T13:03:42.000Z,2025-07-25T14:53:30.000Z,096d0d68-d3b0-41b9-abda-374359117e4c,-31.745114,-60.494641,2,6485084,737330,20J,,Cebillo,12,70,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=096d0d68-d3b0-41b9-abda-374359117e4c_1753448611.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,4220b017-5b92-47dd-b3a0-798349037b38,2025-07-25T14:07:53.000Z,2025-07-25T14:53:08.000Z,4220b017-5b92-47dd-b3a0-798349037b38,-31.74423,-60.494489,3,6485182,737347,20J,,Lapacho,2,2,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=4220b017-5b92-47dd-b3a0-798349037b38_1753452470.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,aa1d0d67-0137-4461-b08a-de823966e44c,2025-07-25T14:07:12.000Z,2025-07-25T14:53:05.000Z,aa1d0d67-0137-4461-b08a-de823966e44c,-31.74432,-60.494488,2,6485172,737347,20J,,Cebillo,1,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=aa1d0d67-0137-4461-b08a-de823966e44c_1753452427.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,09e41f07-faa7-4cbf-ba6d-20cf9e93d0af,2025-07-25T14:06:10.000Z,2025-07-25T14:53:04.000Z,09e41f07-faa7-4cbf-ba6d-20cf9e93d0af,-31.744307,-60.494461,3,6485173,737349,20J,,Tipa Colorada,1,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=09e41f07-faa7-4cbf-ba6d-20cf9e93d0af_1753452364.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,b69250c2-2682-4087-9e4a-f200a1c9a663,2025-07-25T14:01:17.000Z,2025-07-25T14:53:01.000Z,b69250c2-2682-4087-9e4a-f200a1c9a663,-31.74428,-60.49445,2,6485176,737351,20J,,Palo Borracho,3,3,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=b69250c2-2682-4087-9e4a-f200a1c9a663_1753452074.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,6493d01f-a30b-4ba9-96ca-1077b3e7d1a7,2025-07-25T14:00:23.000Z,2025-07-25T14:53:00.000Z,6493d01f-a30b-4ba9-96ca-1077b3e7d1a7,-31.744242,-60.49449,2,6485181,737347,20J,,Palo Borracho,2,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=6493d01f-a30b-4ba9-96ca-1077b3e7d1a7_1753452020.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,ae86ea76-336c-47fa-ac7c-4546936e885e,2025-07-25T13:59:27.000Z,2025-07-25T14:52:59.000Z,ae86ea76-336c-47fa-ac7c-4546936e885e,-31.744245,-60.494475,2,6485180,737348,20J,,Quebracho Blanco,2,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=ae86ea76-336c-47fa-ac7c-4546936e885e_1753451957.jpg,Se está secando,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,2e71df9c-4a79-448a-b1c9-8d6586d04f73,2025-07-25T13:58:33.000Z,2025-07-25T14:52:56.000Z,2e71df9c-4a79-448a-b1c9-8d6586d04f73,-31.744278,-60.494483,2,6485177,737347,20J,,Quebracho Blanco,2,2,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=2e71df9c-4a79-448a-b1c9-8d6586d04f73_1753451911.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,a9a2fb55-1a51-4b5a-a058-dac92ea0fa17,2025-07-25T13:57:47.000Z,2025-07-25T14:52:53.000Z,a9a2fb55-1a51-4b5a-a058-dac92ea0fa17,-31.744314,-60.494466,2,6485173,737349,20J,,Quebracho Blanco,1,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=a9a2fb55-1a51-4b5a-a058-dac92ea0fa17_1753451864.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,0d396416-cb9a-4420-90cf-43b31574c3ad,2025-07-25T13:57:00.000Z,2025-07-25T14:52:52.000Z,0d396416-cb9a-4420-90cf-43b31574c3ad,-31.744357,-60.494473,2,6485168,737348,20J,,Sen del Campo,2,2,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=0d396416-cb9a-4420-90cf-43b31574c3ad_1753451816.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,da32896b-e9c5-4c65-b4a6-9dda73097bd9,2025-07-25T13:56:21.000Z,2025-07-25T14:52:51.000Z,da32896b-e9c5-4c65-b4a6-9dda73097bd9,-31.744402,-60.494453,2,6485163,737350,20J,,Tipa Colorada,1,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=da32896b-e9c5-4c65-b4a6-9dda73097bd9_1753451775.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,55437906-e2d5-4ad0-9b99-a7200ec9ff67,2025-07-25T13:55:39.000Z,2025-07-25T14:52:49.000Z,55437906-e2d5-4ad0-9b99-a7200ec9ff67,-31.744417,-60.494436,4,6485161,737352,20J,,Quebracho Blanco,1,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=55437906-e2d5-4ad0-9b99-a7200ec9ff67_1753451737.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,e8393cef-7a22-4492-a992-7e272ada4f12,2025-07-25T13:54:57.000Z,2025-07-25T14:52:48.000Z,e8393cef-7a22-4492-a992-7e272ada4f12,-31.744451,-60.494467,3,6485157,737349,20J,,Tipa Colorada,1,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=e8393cef-7a22-4492-a992-7e272ada4f12_1753451694.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,2e496a19-e1d6-49cf-9e05-e29e9a6f76a6,2025-07-25T13:54:19.000Z,2025-07-25T14:52:46.000Z,2e496a19-e1d6-49cf-9e05-e29e9a6f76a6,-31.744439,-60.494455,3,6485159,737350,20J,,Mimosa,1,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=2e496a19-e1d6-49cf-9e05-e29e9a6f76a6_1753451652.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,11a9d4cb-c4cd-44b5-be5a-594cf2173f32,2025-07-25T13:53:35.000Z,2025-07-25T14:52:45.000Z,11a9d4cb-c4cd-44b5-be5a-594cf2173f32,-31.744479,-60.494456,3,6485154,737350,20J,,Sen del Campo,2,3,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=11a9d4cb-c4cd-44b5-be5a-594cf2173f32_1753451611.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,7dee341d-c2ef-4aa2-87e8-613944083849,2025-07-25T13:53:00.000Z,2025-07-25T14:52:43.000Z,7dee341d-c2ef-4aa2-87e8-613944083849,-31.744468,-60.494439,2,6485155,737351,20J,,Ceibo,2,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=7dee341d-c2ef-4aa2-87e8-613944083849_1753451569.jpg,Se está secando,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,80082965-7030-46c6-bf80-43bd3f580011,2025-07-25T13:52:16.000Z,2025-07-25T14:52:41.000Z,80082965-7030-46c6-bf80-43bd3f580011,,,,,,,,Tipa Colorada,1,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=80082965-7030-46c6-bf80-43bd3f580011_1753451532.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,90dda3b9-9524-493f-b3c3-d0c4b0a30564,2025-07-25T13:51:38.000Z,2025-07-25T14:52:38.000Z,90dda3b9-9524-493f-b3c3-d0c4b0a30564,-31.744556,-60.494449,2,6485146,737350,20J,,Quebracho Blanco,1,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=90dda3b9-9524-493f-b3c3-d0c4b0a30564_1753451495.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,0ecf450d-9e9a-4121-85d5-8a3aa4e6f3e5,2025-07-25T13:50:31.000Z,2025-07-25T14:52:36.000Z,0ecf450d-9e9a-4121-85d5-8a3aa4e6f3e5,-31.744598,-60.494473,2,6485141,737348,20J,,Mimosa,2,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=0ecf450d-9e9a-4121-85d5-8a3aa4e6f3e5_1753451427.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,dc541829-025c-4e58-83f0-fbc8f8fbbfbf,2025-07-25T13:49:56.000Z,2025-07-25T14:52:32.000Z,dc541829-025c-4e58-83f0-fbc8f8fbbfbf,-31.744603,-60.494458,3,6485141,737349,20J,,Cebil Colorado,2,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=dc541829-025c-4e58-83f0-fbc8f8fbbfbf_1753451391.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,93b57570-3dec-48b7-9034-c5c10e87196b,2025-07-25T13:48:23.000Z,2025-07-25T14:52:28.000Z,93b57570-3dec-48b7-9034-c5c10e87196b,-31.744647,-60.494482,3,6485136,737347,20J,,Algarrobos,1,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=93b57570-3dec-48b7-9034-c5c10e87196b_1753451298.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,33ebcc13-5659-49f8-a774-82a20bb43a5f,2025-07-25T13:47:43.000Z,2025-07-25T14:52:27.000Z,33ebcc13-5659-49f8-a774-82a20bb43a5f,-31.744692,-60.49449,3,6485131,737346,20J,,Algarrobos,2,1,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=33ebcc13-5659-49f8-a774-82a20bb43a5f_1753451254.jpg,Se está secando,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,93eed566-068f-4491-9d4d-34019b390663,2025-07-25T13:47:11.000Z,2025-07-25T14:52:25.000Z,93eed566-068f-4491-9d4d-34019b390663,-31.744401,-60.494539,3,6485163,737342,20J,,Sen del Campo,2,2,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=93eed566-068f-4491-9d4d-34019b390663_1753451021.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,0b87cefa-616b-4491-9766-fc8626a9b4e5,2025-07-25T13:42:53.000Z,2025-07-25T14:52:24.000Z,0b87cefa-616b-4491-9766-fc8626a9b4e5,-31.744514,-60.494546,3,6485151,737341,20J,,Lapacho,4,2,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=0b87cefa-616b-4491-9766-fc8626a9b4e5_1753450970.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,03f4caa6-274a-4c66-a42b-a50f6bb2a2d5,2025-07-25T13:42:23.000Z,2025-07-25T14:52:23.000Z,03f4caa6-274a-4c66-a42b-a50f6bb2a2d5,-31.744602,-60.494583,3,6485141,737337,20J,,Lapacho,4,3,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=03f4caa6-274a-4c66-a42b-a50f6bb2a2d5_1753450940.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,c7fe3cbf-53c9-4c79-97f3-0dbcbdd8a690,2025-07-25T13:41:54.000Z,2025-07-25T14:52:21.000Z,c7fe3cbf-53c9-4c79-97f3-0dbcbdd8a690,-31.744726,-60.494596,4,6485127,737336,20J,,Lapacho,4,3,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=c7fe3cbf-53c9-4c79-97f3-0dbcbdd8a690_1753450911.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,449a1c3f-604c-4309-bfcb-9323d2530c76,2025-07-25T13:41:34.000Z,2025-07-25T14:52:19.000Z,449a1c3f-604c-4309-bfcb-9323d2530c76,-31.744767,-60.494645,3,6485123,737331,20J,,Lapacho,4,3,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=449a1c3f-604c-4309-bfcb-9323d2530c76_1753450890.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,25aee5c8-905c-4337-b089-bbc5ac66e98b,2025-07-25T13:41:01.000Z,2025-07-25T14:52:17.000Z,25aee5c8-905c-4337-b089-bbc5ac66e98b,-31.744859,-60.494647,3,6485113,737330,20J,,Lapacho,4,3,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=25aee5c8-905c-4337-b089-bbc5ac66e98b_1753450844.jpg,Plantación anterior al plan de arbolado,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,ed77b18a-4869-4f62-96d3-d8ed283ec607,2025-07-25T13:37:58.000Z,2025-07-25T14:52:15.000Z,ed77b18a-4869-4f62-96d3-d8ed283ec607,-31.744968,-60.494626,3,6485100,737332,20J,,Lapacho,3,3,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=ed77b18a-4869-4f62-96d3-d8ed283ec607_1753450665.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,0474c4f8-b6b0-406c-88a6-8de92fa1989e,2025-07-25T13:37:24.000Z,2025-07-25T14:52:12.000Z,0474c4f8-b6b0-406c-88a6-8de92fa1989e,-31.744995,-60.494676,3,6485098,737327,20J,,Lapacho,3,2,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=0474c4f8-b6b0-406c-88a6-8de92fa1989e_1753450641.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,29ba7792-24da-428d-b7da-4609c8549a6c,2025-07-25T13:36:58.000Z,2025-07-25T14:52:08.000Z,29ba7792-24da-428d-b7da-4609c8549a6c,-31.745142,-60.494692,5,6485081,737325,20J,,Lapacho,3,2,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=29ba7792-24da-428d-b7da-4609c8549a6c_1753450615.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,da4dede4-6361-4422-a251-9b79fd920577,2025-07-25T13:36:34.000Z,2025-07-25T14:52:07.000Z,da4dede4-6361-4422-a251-9b79fd920577,-31.745315,-60.494582,4,6485062,737335,20J,,Lapacho,3,3,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=da4dede4-6361-4422-a251-9b79fd920577_1753450591.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
85fd3032-6b5d-4ee1-ad51-fb1ed4bfba90,f519d79e-d4e3-457f-928b-b0eb6b362675,2025-07-25T13:36:07.000Z,2025-07-25T14:52:05.000Z,f519d79e-d4e3-457f-928b-b0eb6b362675,-31.745289,-60.494747,4,6485065,737320,20J,,Lapacho,4,2,https://five.epicollect.net/api/media/plan-de-arbolado-parana-2024-2028?type=photo&format=entry_original&name=f519d79e-d4e3-457f-928b-b0eb6b362675_1753450562.jpg,,,,,,,Vivero municipal,Parques y/o plazas,No,Natural,
